aa_id,name,slug,creator_name,creator_slug,intelligence_index,coding_index,math_index,mmlu_pro,gpqa,hle,livecodebench,scicode,math_500,aime,price_1m_input,price_1m_output,price_1m_blended,output_tokens_per_second,time_to_first_token_seconds,raw_data,source,has_benchmarks,data_source,id,display_name,input_cost_per_m,output_cost_per_m,api_provider,openrouter_id,hallucination_rate,hallucination_source,hallucination_note,factual_consistency_rate,hallucination_answer_rate,hallucination_source_url,vectara_model_name,math_500_source,math_500_source_url,reasoning_score,reasoning_score_benchmarks,reasoning_score_method,reasoning_score_zscore,reasoning_score_sd,reasoning_score_hdi_2.5,reasoning_score_hdi_97.5,humaneval_score,humaneval_source,mbpp_score,mbpp_source,humaneval_source_url,mbpp_source_url,ccs,ccs_sd,ccs_100,ccs_method,mixeval_score,mixeval_hard_score,arena_rank_overall,arena_rank_expert,arena_rank_hard,arena_rank_coding,arena_rank_math,arena_rank_creative,arena_rank_instruction,arena_rank_longer,cfs,cfs_sd,cfs_100,cfs_method,css,css_sd,css_100,css_method,general_quality,general_quality_source,summedits_score,summedits_ci_lower,summedits_ci_upper,summedits_num_domains,crs,crs_sd,crs_100,crs_method,tau2,terminalbench_hard,swebench_verified,swebench_score_type,swebench_source,swebench_source_url,swebench_notes,cae,cae_sd,cae_100,cae_method,original_name,swebench_lite,refusal_rate,measured_ttft_seconds,context_length,context_window_k,archetype,arena_elo,openlm_organization,openlm_license,api_model_id,summedits_billsum,summedits_ectsum,summedits_news,summedits_podcast,summedits_qmsumm,summedits_sales_call,summedits_sales_email,summedits_samsum,summedits_scitldr,summedits_shakespeare,ifbench,aime_25,lcr,organization,license,arena_rank,ranking_date,math_500_note,bbh_score,gpqa_score_hf,mmlu_pro_score_hf,math_lvl5_score,arena_elo_text,quality_score,terminalbench_hard_imputed,lcr_imputed,ifbench_imputed
3edcb2ed-6981-4f88-a556-563f7f8f00aa,Mixtral 8x7B Instruct,mixtral-8x7b-instruct,Mistral,mistral,2.6,,,0.387,0.292,0.045,0.066,0.028,0.299,0.0,0.54,0.6,0.54,0.0,0.0,"{'id': '3edcb2ed-6981-4f88-a556-563f7f8f00aa', 'name': 'Mixtral 8x7B Instruct', 'slug': 'mixtral-8x7b-instruct', 'release_date': '2023-12-11', 'model_creator': {'id': 'b5c0639a-cc9c-443b-a07e-bae6b7088933', 'name': 'Mistral', 'slug': 'mistral'}, 'evaluations': {'artificial_analysis_intelligence_index': 2.6, 'artificial_analysis_coding_index': None, 'artificial_analysis_math_index': None, 'mmlu_pro': 0.387, 'gpqa': 0.292, 'hle': 0.045, 'livecodebench': 0.066, 'scicode': 0.028, 'math_500': 0.299, 'aime': 0, 'aime_25': None, 'ifbench': None, 'lcr': None, 'terminalbench_hard': None, 'tau2': None}, 'pricing': {'price_1m_blended_3_to_1': 0.54, 'price_1m_input_tokens': 0.54, 'price_1m_output_tokens': 0.6}, 'median_output_tokens_per_second': 0, 'median_time_to_first_token_seconds': 0, 'median_time_to_first_answer_token': 0}",artificial_analysis_api,True,artificial_analysis,3edcb2ed-6981-4f88-a556-563f7f8f00aa,Mixtral 8x7B Instruct,0.54,0.6,mistral,mistralai/mixtral-8x7b-instruct,20.1,vectara_leaderboard_old_dataset,From Vectara HHEM-2.3 old dataset (Mixtral-8x7B-Instruct-v0.1),79.9,99.9,https://github.com/vectara/hallucination-leaderboard/tree/hhem-2.3-old-dataset,Mixtral-8x7B-Instruct-v0.1,artificial_analysis,https://artificialanalysis.ai,5.25,0,bayesian_latent_factor,-1.267,0.246,-9.45,18.66,40.2,Mixtral 8x7B,60.7,Mixtral 8x7B,https://arxiv.org/abs/2401.04088,https://arxiv.org/abs/2401.04088,-1.765,0.207,2.3,bayesian,61.0,40.0,,,,,,,,,-1.752,0.283,21.4,bayesian,-0.08,0.832,69.9,bayesian,-2.79,predicted,77.84,74.01,81.68,10,-1.443,0.265,6.9,bayesian,,-0.04666991158531764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1681777585923801,,-0.0857031699676889,,,,,,30.4002992674255,7.046979865771815,29.909131205673756,9.365558912386707,,,True,True,True
43da3718-3d6e-40dd-901a-05664179ff7f,Mistral Small 3.2,mistral-small-3-2,Mistral,mistral,29.1,20.1,27.0,0.681,0.505,0.043,0.275,0.264,0.883,0.323,0.1,0.3,0.15,129.815,0.314,"{'id': '43da3718-3d6e-40dd-901a-05664179ff7f', 'name': 'Mistral Small 3.2', 'slug': 'mistral-small-3-2', 'release_date': '2025-06-20', 'model_creator': {'id': 'b5c0639a-cc9c-443b-a07e-bae6b7088933', 'name': 'Mistral', 'slug': 'mistral'}, 'evaluations': {'artificial_analysis_intelligence_index': 29.1, 'artificial_analysis_coding_index': 20.1, 'artificial_analysis_math_index': 27, 'mmlu_pro': 0.681, 'gpqa': 0.505, 'hle': 0.043, 'livecodebench': 0.275, 'scicode': 0.264, 'math_500': 0.883, 'aime': 0.323, 'aime_25': 0.27, 'ifbench': 0.335, 'lcr': 0.173, 'terminalbench_hard': 0.064, 'tau2': 0.295}, 'pricing': {'price_1m_blended_3_to_1': 0.15, 'price_1m_input_tokens': 0.1, 'price_1m_output_tokens': 0.3}, 'median_output_tokens_per_second': 129.815, 'median_time_to_first_token_seconds': 0.314, 'median_time_to_first_answer_token': 0.314}",artificial_analysis_api,True,artificial_analysis,43da3718-3d6e-40dd-901a-05664179ff7f,Mistral Small 3.2,0.1,0.3,mistral,mistralai/mistral-small-3.2-24b-instruct,5.1,vectara_leaderboard,,94.9,97.9,,mistralai/mistral-small-2501,artificial_analysis,https://artificialanalysis.ai,35.42,0,bayesian_latent_factor,-0.232,0.191,24.4,46.06,70.0,Mistral Small,72.0,Mistral Small,https://mistral.ai/news/mistral-small-v25/,https://mistral.ai/news/mistral-small-v25/,-0.355,0.163,38.0,bayesian,67.0,62.0,87.0,102.0,85.0,79.0,99.0,92.0,95.0,91.0,-0.236,0.197,58.6,bayesian,0.309,0.848,91.1,bayesian,38.42,combined,82.91,78.12,87.71,10,-0.347,0.199,38.1,bayesian,0.295,0.064,,,,,,-0.408,0.265,22.0,bayesian,,,2.1,0.5118,32768.0,32.0,Bulk Ops (High Throughput),1269.0,Mistral,Apache 2.0,mistral-small-latest,71.35815991237678,96.09614206981017,86.21472979435676,83.68906455862978,86.20689655172413,86.51960784313727,75.77319587628865,80.43664383561644,81.48604269293924,81.33333333333333,0.335,0.27,0.173,Mistral,Apache 2.0,127.0,2025-12-02,,,,,,,,False,False,False
441734a9-8901-4850-9bae-b474c370291f,Kimi K2,kimi-k2,Moonshot AI,moonshotai,48.1,35.0,57.0,0.824,0.766,0.07,0.556,0.345,0.971,0.693,0.6,2.5,1.075,56.801,0.739,"{'id': '441734a9-8901-4850-9bae-b474c370291f', 'name': 'Kimi K2', 'slug': 'kimi-k2', 'release_date': '2025-07-11', 'model_creator': {'id': '0a177021-87dd-4250-9a37-f01df196bfe0', 'name': 'Moonshot AI', 'slug': 'moonshotai'}, 'evaluations': {'artificial_analysis_intelligence_index': 48.1, 'artificial_analysis_coding_index': 35, 'artificial_analysis_math_index': 57, 'mmlu_pro': 0.824, 'gpqa': 0.766, 'hle': 0.07, 'livecodebench': 0.556, 'scicode': 0.345, 'math_500': 0.971, 'aime': 0.693, 'aime_25': 0.57, 'ifbench': 0.415, 'lcr': 0.51, 'terminalbench_hard': 0.149, 'tau2': 0.611}, 'pricing': {'price_1m_blended_3_to_1': 1.075, 'price_1m_input_tokens': 0.6, 'price_1m_output_tokens': 2.5}, 'median_output_tokens_per_second': 56.801, 'median_time_to_first_token_seconds': 0.739, 'median_time_to_first_answer_token': 0.739}",artificial_analysis_api,True,artificial_analysis,441734a9-8901-4850-9bae-b474c370291f,Kimi K2,0.6,2.5,,moonshotai/kimi-k2-0905,17.9,vectara_leaderboard,,82.1,98.6,,moonshotai/Kimi-K2-Instruct-0905,artificial_analysis,https://artificialanalysis.ai,64.52,0,bayesian_latent_factor,0.766,0.195,52.94,75.45,,,,,,,0.688,0.16,64.5,bayesian,72.0,69.0,33.0,46.0,39.0,32.0,67.0,55.0,66.0,61.0,0.865,0.214,85.6,bayesian,0.163,0.877,83.1,bayesian,70.36,combined,84.11,78.88,89.33,10,0.658,0.208,66.7,bayesian,0.611,0.149,,,,,,0.551,0.345,49.3,bayesian,,,1.4,0.7742,131072.0,131.0,Reasoning Specialist,1109.0,,,,71.35815991237678,95.00918554807103,84.62458153993305,87.31225296442689,78.74608150470219,93.39460784313725,78.8659793814433,80.40810502283105,81.9991789819376,89.33333333333333,0.415,0.57,0.51,Moonshot AI,Apache 2.0,213.0,2025-12-02,,,,,,,,False,False,False
4559e9f0-8aad-4681-89fb-68cb915e0f16,Qwen3 14B (Reasoning),qwen3-14b-instruct-reasoning,Alibaba,alibaba,36.0,29.1,55.7,0.774,0.604,0.043,0.523,0.316,0.961,0.763,0.35,4.2,1.313,57.243,1.135,"{'id': '4559e9f0-8aad-4681-89fb-68cb915e0f16', 'name': 'Qwen3 14B (Reasoning)', 'slug': 'qwen3-14b-instruct-reasoning', 'release_date': '2025-04-28', 'model_creator': {'id': 'd874d370-74d3-4fa0-ba00-5272f92f946b', 'name': 'Alibaba', 'slug': 'alibaba'}, 'evaluations': {'artificial_analysis_intelligence_index': 36, 'artificial_analysis_coding_index': 29.1, 'artificial_analysis_math_index': 55.7, 'mmlu_pro': 0.774, 'gpqa': 0.604, 'hle': 0.043, 'livecodebench': 0.523, 'scicode': 0.316, 'math_500': 0.961, 'aime': 0.763, 'aime_25': 0.557, 'ifbench': 0.405, 'lcr': 0, 'terminalbench_hard': 0.035, 'tau2': 0.345}, 'pricing': {'price_1m_blended_3_to_1': 1.313, 'price_1m_input_tokens': 0.35, 'price_1m_output_tokens': 4.2}, 'median_output_tokens_per_second': 57.243, 'median_time_to_first_token_seconds': 1.135, 'median_time_to_first_answer_token': 36.073}",artificial_analysis_api,True,artificial_analysis,4559e9f0-8aad-4681-89fb-68cb915e0f16,Qwen3 14B (Reasoning),0.35,4.2,together,qwen/qwen3-14b,5.4,vectara_leaderboard,,94.6,99.9,,qwen/qwen3-14b,artificial_analysis,https://artificialanalysis.ai,63.24,0,bayesian_latent_factor,0.722,0.201,52.3,75.34,84.6,Qwen3 Technical Report,81.2,Qwen3 Technical Report,https://qwenlm.github.io/blog/qwen3/,https://qwenlm.github.io/blog/qwen3/,0.127,0.154,50.3,bayesian,70.37037037037037,49.31506849315068,,,,,,,,,0.316,0.207,72.2,bayesian,0.28,0.853,89.5,bayesian,36.67,predicted,82.49,70.45,90.65,10,0.556,0.213,63.8,bayesian,0.345,0.035,,,,,,-0.433,0.324,21.3,bayesian,,,0.1,0.3022,40960.0,40.0,Reasoning Specialist,1090.0,,,Qwen/Qwen2.5-72B-Instruct-Turbo,,,,,,,,,,,0.405,0.557,0.0,Alibaba,Apache 2.0,246.0,2025-12-02,,,,,,,,False,False,False
45c87531-2d57-48e0-8012-202cd636189e,Llama 3.1 Instruct 405B,llama-3-1-instruct-405b,Meta,meta,28.1,22.2,3.0,0.732,0.515,0.042,0.305,0.299,0.703,0.213,3.75,6.75,4.188,24.573,0.951,"{'id': '45c87531-2d57-48e0-8012-202cd636189e', 'name': 'Llama 3.1 Instruct 405B', 'slug': 'llama-3-1-instruct-405b', 'release_date': '2024-07-23', 'model_creator': {'id': 'e1694725-0192-4e54-b1b8-c97e816c6cbe', 'name': 'Meta', 'slug': 'meta'}, 'evaluations': {'artificial_analysis_intelligence_index': 28.1, 'artificial_analysis_coding_index': 22.2, 'artificial_analysis_math_index': 3, 'mmlu_pro': 0.732, 'gpqa': 0.515, 'hle': 0.042, 'livecodebench': 0.305, 'scicode': 0.299, 'math_500': 0.703, 'aime': 0.213, 'aime_25': 0.03, 'ifbench': 0.39, 'lcr': 0.243, 'terminalbench_hard': 0.064, 'tau2': 0.19}, 'pricing': {'price_1m_blended_3_to_1': 4.188, 'price_1m_input_tokens': 3.75, 'price_1m_output_tokens': 6.75}, 'median_output_tokens_per_second': 24.573, 'median_time_to_first_token_seconds': 0.951, 'median_time_to_first_answer_token': 0.951}",artificial_analysis_api,True,artificial_analysis,45c87531-2d57-48e0-8012-202cd636189e,Llama 3.1 Instruct 405B,3.75,6.75,,meta-llama/llama-3.1-405b-instruct,3.9,vectara_leaderboard_old_dataset,From Vectara HHEM-2.3 old dataset (Llama-3.1-405B-Instruct),96.1,99.6,https://github.com/vectara/hallucination-leaderboard/tree/hhem-2.3-old-dataset,Llama-3.1-405B-Instruct,artificial_analysis,https://artificialanalysis.ai,22.71,0,bayesian_latent_factor,-0.668,0.202,10.85,34.29,89.0,Meta Llama 3.1 Paper,84.8,Meta Llama 3.1 Paper,https://arxiv.org/abs/2407.21783,https://arxiv.org/abs/2407.21783,-0.35,0.158,38.2,bayesian,66.0,60.0,116.0,109.0,118.0,120.0,108.0,109.0,120.0,140.0,-0.042,0.244,63.4,bayesian,0.472,0.881,100.0,bayesian,24.53,combined,87.1,82.25,91.96,10,-0.777,0.216,25.9,bayesian,0.19,0.064,29.0,agentless,Community benchmarks,https://www.swebench.com/,With Agentless framework,-0.606,0.287,16.3,bayesian,,23.4,,,,,,,,,,,,,,,,,,,,0.39,0.03,0.243,,,,,,28.270418759783485,7.38255033557047,31.700650118203306,7.779456193353475,,,False,False,False
466aecdb-3d96-4191-bc52-b3366db38851,Llama 3.1 Instruct 70B,llama-3-1-instruct-70b,Meta,meta,22.6,17.6,4.0,0.676,0.409,0.046,0.232,0.267,0.649,0.173,0.56,0.56,0.56,59.669,0.475,"{'id': '466aecdb-3d96-4191-bc52-b3366db38851', 'name': 'Llama 3.1 Instruct 70B', 'slug': 'llama-3-1-instruct-70b', 'release_date': '2024-07-23', 'model_creator': {'id': 'e1694725-0192-4e54-b1b8-c97e816c6cbe', 'name': 'Meta', 'slug': 'meta'}, 'evaluations': {'artificial_analysis_intelligence_index': 22.6, 'artificial_analysis_coding_index': 17.6, 'artificial_analysis_math_index': 4, 'mmlu_pro': 0.676, 'gpqa': 0.409, 'hle': 0.046, 'livecodebench': 0.232, 'scicode': 0.267, 'math_500': 0.649, 'aime': 0.173, 'aime_25': 0.04, 'ifbench': 0.344, 'lcr': 0.063, 'terminalbench_hard': 0.028, 'tau2': 0.152}, 'pricing': {'price_1m_blended_3_to_1': 0.56, 'price_1m_input_tokens': 0.56, 'price_1m_output_tokens': 0.56}, 'median_output_tokens_per_second': 59.669, 'median_time_to_first_token_seconds': 0.475, 'median_time_to_first_answer_token': 0.475}",artificial_analysis_api,True,artificial_analysis,466aecdb-3d96-4191-bc52-b3366db38851,Llama 3.1 Instruct 70B,0.56,0.56,,meta-llama/llama-3.1-70b-instruct,5.0,vectara_leaderboard_old_dataset,From Vectara HHEM-2.3 old dataset (Llama-3.1-70B-Instruct),95.0,100.0,https://github.com/vectara/hallucination-leaderboard/tree/hhem-2.3-old-dataset,Llama-3.1-70B-Instruct,artificial_analysis,https://artificialanalysis.ai,19.27,0,bayesian_latent_factor,-0.786,0.201,7.76,30.82,80.5,Meta Llama 3.1 Paper,74.7,Meta Llama 3.1 Paper,https://arxiv.org/abs/2407.21783,https://arxiv.org/abs/2407.21783,-0.654,0.163,30.5,bayesian,68.0,60.0,,,,,,,,,-0.476,0.29,52.7,bayesian,0.124,0.836,81.0,bayesian,20.84,predicted,79.37,73.83,84.91,10,-0.913,0.212,22.0,bayesian,0.152,0.028,22.7,agentless,Community benchmarks,https://www.swebench.com/,With Agentless framework,-0.829,0.274,10.0,bayesian,,18.0,,,,,,,,,,,,,,,,,,,,0.344,0.04,0.063,,,,,,46.39941295581887,14.205816554809845,47.87972813238771,18.429003021148038,,,False,False,False
4dc12a38-b18f-4c43-8e1b-678f8434b5b1,GPT-5.1 (high),gpt-5-1,OpenAI,openai,69.7,57.5,94.0,0.87,0.873,0.265,0.868,0.433,0.898,,1.25,10.0,3.438,108.756,29.323,"{'id': '4dc12a38-b18f-4c43-8e1b-678f8434b5b1', 'name': 'GPT-5.1 (high)', 'slug': 'gpt-5-1', 'release_date': '2025-11-13', 'model_creator': {'id': 'e67e56e3-15cd-43db-b679-da4660a69f41', 'name': 'OpenAI', 'slug': 'openai'}, 'evaluations': {'artificial_analysis_intelligence_index': 69.7, 'artificial_analysis_coding_index': 57.5, 'artificial_analysis_math_index': 94, 'mmlu_pro': 0.87, 'gpqa': 0.873, 'hle': 0.265, 'livecodebench': 0.868, 'scicode': 0.433, 'math_500': None, 'aime': None, 'aime_25': 0.94, 'ifbench': 0.729, 'lcr': 0.75, 'terminalbench_hard': 0.426, 'tau2': 0.819}, 'pricing': {'price_1m_blended_3_to_1': 3.438, 'price_1m_input_tokens': 1.25, 'price_1m_output_tokens': 10}, 'median_output_tokens_per_second': 108.756, 'median_time_to_first_token_seconds': 29.323, 'median_time_to_first_answer_token': 29.323}",artificial_analysis_api,True,artificial_analysis,4dc12a38-b18f-4c43-8e1b-678f8434b5b1,GPT-5.1 (high),1.25,10.0,openai,openai/gpt-5.1,12.1,vectara_leaderboard,Hallucination Rate,87.9,100.0,,openai/gpt-5.1-high-2025-11-13,artificial_analysis,https://artificialanalysis.ai,92.74,0,bayesian_latent_factor,1.734,0.264,77.93,108.25,,,,,,,1.861,0.198,94.2,bayesian,70.70707070707071,67.0103092783505,6.0,7.0,8.0,10.0,3.0,8.0,8.0,9.0,1.272,0.271,95.6,bayesian,-0.153,0.848,65.9,bayesian,90.61,combined,73.91,56.26,91.57,10,1.6,0.269,93.5,bayesian,0.819,0.426,,,,,,2.126,0.401,94.2,bayesian,,,0.0,0.332,400000.0,400.0,Reasoning Specialist,1463.0,OpenAI,Proprietary,o3,100.0,50.0,75.0,100.0,,100.0,89.28571428571428,90.0,80.95238095238095,,0.729,0.94,0.75,,,,,,,,,,1457.0,,False,False,False
546ec53f-273c-4af7-b13f-b88c41f45905,Nova Pro,nova-pro,Amazon,aws,25.0,16.6,7.0,0.691,0.499,0.034,0.233,0.208,0.786,0.107,0.8,3.2,1.4,0.0,0.0,"{'id': '546ec53f-273c-4af7-b13f-b88c41f45905', 'name': 'Nova Pro', 'slug': 'nova-pro', 'release_date': '2024-12-03', 'model_creator': {'id': 'bb5a4e55-7969-4ab4-8702-3b9fd6547dc2', 'name': 'Amazon', 'slug': 'aws'}, 'evaluations': {'artificial_analysis_intelligence_index': 25, 'artificial_analysis_coding_index': 16.6, 'artificial_analysis_math_index': 7, 'mmlu_pro': 0.691, 'gpqa': 0.499, 'hle': 0.034, 'livecodebench': 0.233, 'scicode': 0.208, 'math_500': 0.786, 'aime': 0.107, 'aime_25': 0.07, 'ifbench': 0.381, 'lcr': 0.19, 'terminalbench_hard': 0.057, 'tau2': 0.14}, 'pricing': {'price_1m_blended_3_to_1': 1.4, 'price_1m_input_tokens': 0.8, 'price_1m_output_tokens': 3.2}, 'median_output_tokens_per_second': 0, 'median_time_to_first_token_seconds': 0, 'median_time_to_first_answer_token': 0}",artificial_analysis_api,True,artificial_analysis,546ec53f-273c-4af7-b13f-b88c41f45905,Nova Pro,0.8,3.2,,amazon/nova-pro-v1,1.8,vectara_leaderboard_old_dataset,From Vectara HHEM-2.3 old dataset (Amazon Nova-Pro-V1),98.2,100.0,https://github.com/vectara/hallucination-leaderboard/tree/hhem-2.3-old-dataset,Amazon Nova-Pro-V1,artificial_analysis,https://artificialanalysis.ai,20.06,0,bayesian_latent_factor,-0.759,0.198,9.18,31.63,76.0,Amazon Nova,74.0,Amazon Nova,https://aws.amazon.com/blogs/aws/introducing-amazon-nova/,https://aws.amazon.com/blogs/aws/introducing-amazon-nova/,-0.58,0.163,32.3,bayesian,68.0,63.0,,,,,,,,,-0.214,0.211,59.2,bayesian,0.355,0.841,93.6,bayesian,23.67,predicted,83.66,79.4,87.92,10,-0.842,0.212,24.0,bayesian,0.14,0.057,,,,,,-0.728,0.301,12.9,bayesian,,,,,,,,,,,,,,,,,,,,,,0.381,0.07,0.19,,,,,,,,,,,,False,False,False
5ad2f60f-ee05-49fd-85a0-cef69aa7cb7b,o1,o1,OpenAI,openai,47.2,38.6,,0.841,0.747,0.077,0.679,0.358,0.97,0.723,15.0,60.0,26.25,189.485,15.113,"{'id': '5ad2f60f-ee05-49fd-85a0-cef69aa7cb7b', 'name': 'o1', 'slug': 'o1', 'release_date': '2024-12-05', 'model_creator': {'id': 'e67e56e3-15cd-43db-b679-da4660a69f41', 'name': 'OpenAI', 'slug': 'openai'}, 'evaluations': {'artificial_analysis_intelligence_index': 47.2, 'artificial_analysis_coding_index': 38.6, 'artificial_analysis_math_index': None, 'mmlu_pro': 0.841, 'gpqa': 0.747, 'hle': 0.077, 'livecodebench': 0.679, 'scicode': 0.358, 'math_500': 0.97, 'aime': 0.723, 'aime_25': None, 'ifbench': None, 'lcr': None, 'terminalbench_hard': 0.121, 'tau2': 0.626}, 'pricing': {'price_1m_blended_3_to_1': 26.25, 'price_1m_input_tokens': 15, 'price_1m_output_tokens': 60}, 'median_output_tokens_per_second': 189.485, 'median_time_to_first_token_seconds': 15.113, 'median_time_to_first_answer_token': 15.113}",artificial_analysis_api,True,artificial_analysis,5ad2f60f-ee05-49fd-85a0-cef69aa7cb7b,o1,15.0,60.0,openai,openai/o1,2.4,vectara_leaderboard_old_dataset,From Vectara HHEM-2.3 old dataset (OpenAI o1),97.6,100.0,https://github.com/vectara/hallucination-leaderboard/tree/hhem-2.3-old-dataset,OpenAI o1,artificial_analysis,https://artificialanalysis.ai,68.1,0,bayesian_latent_factor,0.889,0.236,54.46,81.11,92.4,OpenAI o1 System Card,89.0,OpenAI o1 System Card,https://openai.com/index/openai-o1-system-card/,https://openai.com/index/openai-o1-system-card/,0.733,0.161,65.6,bayesian,71.42857142857143,68.6046511627907,111.0,94.0,100.0,98.0,86.0,140.0,99.0,103.0,0.881,0.202,86.0,bayesian,0.423,0.859,97.3,bayesian,33.64,combined,84.88,77.55,92.68,10,0.778,0.251,70.1,bayesian,0.626,0.121,48.9,agentless,Community benchmarks,https://www.swebench.com/,With reasoning capabilities,0.461,0.415,46.8,bayesian,,,,,,,,,,,,,,,,,,,,,,0.47536422346079416,,0.45036374692746406,,,,,,,,,,,,False,True,True
5c3dd927-48a3-4f3c-8045-9b135f62dfbb,Nova Lite,nova-lite,Amazon,aws,21.5,10.4,7.0,0.59,0.433,0.046,0.167,0.139,0.765,0.107,0.06,0.24,0.105,156.103,0.36,"{'id': '5c3dd927-48a3-4f3c-8045-9b135f62dfbb', 'name': 'Nova Lite', 'slug': 'nova-lite', 'release_date': '2024-12-03', 'model_creator': {'id': 'bb5a4e55-7969-4ab4-8702-3b9fd6547dc2', 'name': 'Amazon', 'slug': 'aws'}, 'evaluations': {'artificial_analysis_intelligence_index': 21.5, 'artificial_analysis_coding_index': 10.4, 'artificial_analysis_math_index': 7, 'mmlu_pro': 0.59, 'gpqa': 0.433, 'hle': 0.046, 'livecodebench': 0.167, 'scicode': 0.139, 'math_500': 0.765, 'aime': 0.107, 'aime_25': 0.07, 'ifbench': 0.341, 'lcr': 0.177, 'terminalbench_hard': 0.007, 'tau2': 0.175}, 'pricing': {'price_1m_blended_3_to_1': 0.105, 'price_1m_input_tokens': 0.06, 'price_1m_output_tokens': 0.24}, 'median_output_tokens_per_second': 156.103, 'median_time_to_first_token_seconds': 0.36, 'median_time_to_first_answer_token': 0.36}",artificial_analysis_api,True,artificial_analysis,5c3dd927-48a3-4f3c-8045-9b135f62dfbb,Nova Lite,0.06,0.24,,amazon/nova-lite-v1,1.8,vectara_leaderboard_old_dataset,From Vectara HHEM-2.3 old dataset (Amazon Nova-Lite-V1),98.2,100.0,https://github.com/vectara/hallucination-leaderboard/tree/hhem-2.3-old-dataset,Amazon Nova-Lite-V1,artificial_analysis,https://artificialanalysis.ai,18.95,0,bayesian_latent_factor,-0.797,0.2,7.26,30.29,58.0,Amazon Nova,62.0,Amazon Nova,https://aws.amazon.com/blogs/aws/introducing-amazon-nova/,https://aws.amazon.com/blogs/aws/introducing-amazon-nova/,-0.82,0.179,26.3,bayesian,61.0,52.0,,,,,,,,,-0.72,0.19,46.7,bayesian,0.27,0.842,89.0,bayesian,19.54,predicted,80.97,76.61,85.33,10,-0.9,0.21,22.4,bayesian,0.175,0.007,,,,,,-0.878,0.271,8.6,bayesian,,,,,,,,,,,,,,,,,,,,,,0.341,0.07,0.177,,,,,,,,,,,,False,False,False
5d303dc9-c027-401f-9803-4e9aa3331007,GLM-4.5-Air,glm-4-5-air,Z AI,zai,48.8,39.4,80.7,0.815,0.733,0.068,0.684,0.306,0.965,0.673,0.2,1.1,0.425,100.116,0.665,"{'id': '5d303dc9-c027-401f-9803-4e9aa3331007', 'name': 'GLM-4.5-Air', 'slug': 'glm-4-5-air', 'release_date': '2025-07-28', 'model_creator': {'id': '67437eb6-7dc1-4e93-befd-22c8b8ec2065', 'name': 'Z AI', 'slug': 'zai'}, 'evaluations': {'artificial_analysis_intelligence_index': 48.8, 'artificial_analysis_coding_index': 39.4, 'artificial_analysis_math_index': 80.7, 'mmlu_pro': 0.815, 'gpqa': 0.733, 'hle': 0.068, 'livecodebench': 0.684, 'scicode': 0.306, 'math_500': 0.965, 'aime': 0.673, 'aime_25': 0.807, 'ifbench': 0.376, 'lcr': 0.437, 'terminalbench_hard': 0.191, 'tau2': 0.465}, 'pricing': {'price_1m_blended_3_to_1': 0.425, 'price_1m_input_tokens': 0.2, 'price_1m_output_tokens': 1.1}, 'median_output_tokens_per_second': 100.116, 'median_time_to_first_token_seconds': 0.665, 'median_time_to_first_answer_token': 20.642}",artificial_analysis_api,True,artificial_analysis,5d303dc9-c027-401f-9803-4e9aa3331007,GLM-4.5-Air,0.2,1.1,,z-ai/glm-4.5-air,9.3,vectara_leaderboard,,90.7,98.1,,zai-org/GLM-4.5-AIR-FP8,artificial_analysis,https://artificialanalysis.ai,70.2,0,bayesian_latent_factor,0.961,0.205,58.57,81.92,75.8,Zhipu GLM-4.5,72.5,Zhipu GLM-4.5,https://zhipuai.cn/,https://zhipuai.cn/,0.766,0.164,66.5,bayesian,72.3404255319149,70.0,,,,,,,,,0.76,0.196,83.1,bayesian,0.292,0.842,90.2,bayesian,51.79,predicted,83.71,79.09,88.33,10,0.873,0.219,72.8,bayesian,0.465,0.191,,,,,,0.452,0.272,46.5,bayesian,,,1.9,0.6899,131072.0,131.0,Frontier (Complex Reasoning),1139.0,Z.ai,MIT,,71.42661555312158,87.40048989589712,86.66666666666667,85.13833992094861,89.65517241379311,94.01960784313725,78.35051546391753,82.79109589041096,78.30459770114942,83.33333333333333,0.376,0.807,0.437,Zhipu AI,Apache 2.0,249.0,2025-12-02,,35.811283581208905,8.83668903803132,34.94200650118203,,,,False,False,False
