source,task_type,difficulty,is_complex,prompt_complexity_score,creativity_scope,reasoning_score,constraint_ct,domain_knowledge,complexity_level,task_type_nvidia
GSM8K,Math Reasoning,Grade School,0,0.33645,0.029,0.8607,0.3919,0.3193,simple,Open QA
GSM8K,Math Reasoning,Grade School,0,0.32872,0.0287,0.7927,0.5582,0.2345,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.31657,0.0303,0.7872,0.4125,0.2827,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.37534,0.0438,0.8873,0.5927,0.3004,moderate,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.27669,0.0158,0.8184,0.2686,0.141,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.36832,0.075,0.8466,0.5072,0.3493,moderate,Open QA
GSM8K,Math Reasoning,Grade School,0,0.28853,0.0144,0.744,0.3725,0.242,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.28839,0.0216,0.628,0.5138,0.2757,simple,Open QA
GSM8K,Math Reasoning,Grade School,0,0.2871,0.0248,0.743,0.4613,0.1437,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.28619,0.0191,0.732,0.4957,0.1348,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.35471,0.0526,0.8841,0.4312,0.3316,moderate,Open QA
GSM8K,Math Reasoning,Grade School,0,0.33164,0.0363,0.8725,0.4655,0.1973,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.3158,0.0571,0.849,0.3946,0.155,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.25828,0.0179,0.6412,0.3046,0.273,simple,Open QA
GSM8K,Math Reasoning,Grade School,0,0.30518,0.0303,0.9162,0.1876,0.2261,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.32532,0.0345,0.8311,0.2844,0.3665,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.29708,0.0326,0.7084,0.568,0.1434,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.30095,0.0216,0.6915,0.5138,0.2422,simple,Open QA
GSM8K,Math Reasoning,Grade School,0,0.38315,0.0548,0.8362,0.629,0.3915,moderate,Open QA
GSM8K,Math Reasoning,Grade School,0,0.36836,0.048,0.7246,0.6596,0.4662,moderate,Open QA
GSM8K,Math Reasoning,Grade School,0,0.32784,0.0376,0.8642,0.4332,0.2137,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.32109,0.0266,0.8076,0.4873,0.2331,simple,Open QA
GSM8K,Math Reasoning,Grade School,0,0.30027,0.0329,0.8149,0.3827,0.172,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.31872,0.0606,0.8003,0.3496,0.2761,simple,Open QA
GSM8K,Math Reasoning,Grade School,0,0.34439,0.0234,0.7996,0.6796,0.2188,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.29476,0.0442,0.675,0.5117,0.2176,simple,Open QA
GSM8K,Math Reasoning,Grade School,0,0.2582,0.0123,0.6773,0.3739,0.1568,simple,Open QA
GSM8K,Math Reasoning,Grade School,0,0.30129,0.0657,0.7855,0.4133,0.1017,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.30317,0.0259,0.6018,0.6836,0.2554,simple,Open QA
GSM8K,Math Reasoning,Grade School,0,0.33386,0.0316,0.7645,0.6464,0.218,simple,Open QA
GSM8K,Math Reasoning,Grade School,0,0.33756,0.0359,0.8008,0.5455,0.2788,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.36302,0.0633,0.886,0.4197,0.3662,moderate,Open QA
GSM8K,Math Reasoning,Grade School,0,0.27923,0.014,0.7988,0.3015,0.1864,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.26096,0.0381,0.6296,0.4455,0.1452,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.30639,0.0218,0.8107,0.4067,0.2206,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.36029,0.0378,0.7764,0.733,0.2751,moderate,Open QA
GSM8K,Math Reasoning,Grade School,0,0.32127,0.0354,0.8011,0.3635,0.3467,simple,Open QA
GSM8K,Math Reasoning,Grade School,0,0.33919,0.0366,0.6363,0.809,0.2998,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.31158,0.0317,0.8855,0.2921,0.1967,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.31539,0.0253,0.8385,0.4784,0.1537,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.32962,0.0359,0.8754,0.3063,0.3211,simple,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.38008,0.031,0.8083,0.6447,0.4617,moderate,Closed QA
GSM8K,Math Reasoning,Grade School,0,0.31342,0.0267,0.8174,0.3846,0.2449,simple,Closed QA
MMLU-abstract_algebra,Academic Knowledge,College,0,0.20478,0.0015,0.2211,0.0998,0.8045,simple,Open QA
MMLU-abstract_algebra,Academic Knowledge,College,0,0.26503,0.0039,0.0924,0.7628,0.8285,simple,Closed QA
MMLU-abstract_algebra,Academic Knowledge,College,0,0.2127,0.002,0.1103,0.3618,0.8434,simple,Open QA
MMLU-abstract_algebra,Academic Knowledge,College,0,0.19347,0.0038,0.0388,0.3706,0.8413,trivial,Closed QA
MMLU-abstract_algebra,Academic Knowledge,College,0,0.2533,0.0017,0.193,0.4825,0.8732,simple,Open QA
MMLU-abstract_algebra,Academic Knowledge,College,0,0.21239,0.0099,0.1501,0.3438,0.6955,simple,Closed QA
MMLU-abstract_algebra,Academic Knowledge,College,0,0.22397,0.0104,0.0485,0.4412,0.9091,simple,Open QA
MMLU-abstract_algebra,Academic Knowledge,College,0,0.18098,0.0042,0.1297,0.1282,0.8436,trivial,Code Generation
MMLU-abstract_algebra,Academic Knowledge,College,0,0.20838,0.0016,0.2386,0.1279,0.777,simple,Open QA
MMLU-abstract_algebra,Academic Knowledge,College,0,0.2035,0.0033,0.0626,0.408,0.8112,simple,Open QA
MMLU-abstract_algebra,Academic Knowledge,College,0,0.2201,0.0084,0.0483,0.55,0.8139,simple,Rewrite
MMLU-abstract_algebra,Academic Knowledge,College,0,0.16066,0.0026,0.0496,0.1951,0.7848,trivial,Summarization
MMLU-abstract_algebra,Academic Knowledge,College,0,0.2387,0.0014,0.2647,0.3983,0.7094,simple,Closed QA
MMLU-abstract_algebra,Academic Knowledge,College,0,0.27074,0.0014,0.0675,0.7266,0.9527,simple,Closed QA
MMLU-formal_logic,Academic Knowledge,College,0,0.17947,0.0151,0.0256,0.3016,0.8088,trivial,Classification
MMLU-formal_logic,Academic Knowledge,College,0,0.19435,0.0031,0.1558,0.187,0.7435,trivial,Closed QA
MMLU-formal_logic,Academic Knowledge,College,0,0.2349,0.0053,0.0237,0.5948,0.8908,simple,Rewrite
MMLU-formal_logic,Academic Knowledge,College,0,0.33676,0.0065,0.3038,0.7964,0.8979,simple,Closed QA
MMLU-formal_logic,Academic Knowledge,College,0,0.27675,0.0301,0.1032,0.7584,0.7843,simple,Open QA
MMLU-formal_logic,Academic Knowledge,College,0,0.22569,0.0092,0.0174,0.5324,0.8837,simple,Text Generation
MMLU-formal_logic,Academic Knowledge,College,0,0.32682,0.0047,0.2273,0.8146,0.9482,simple,Closed QA
MMLU-formal_logic,Academic Knowledge,College,0,0.13032,0.0173,0.0175,0.4676,0.3263,trivial,Text Generation
MMLU-formal_logic,Academic Knowledge,College,0,0.18567,0.002,0.1446,0.4617,0.5168,trivial,Open QA
MMLU-formal_logic,Academic Knowledge,College,0,0.15839,0.0026,0.1437,0.1956,0.6121,trivial,Open QA
MMLU-formal_logic,Academic Knowledge,College,0,0.29904,0.0044,0.0998,0.5378,0.9773,simple,Code Generation
MMLU-formal_logic,Academic Knowledge,College,0,0.33838,0.0167,0.169,0.9773,0.9375,simple,Closed QA
MMLU-formal_logic,Academic Knowledge,College,0,0.19696,0.003,0.1557,0.4711,0.5615,trivial,Open QA
MMLU-formal_logic,Academic Knowledge,College,0,0.30584,0.002,0.2084,0.7592,0.9156,simple,Closed QA
MMLU-logical_fallacies,Academic Knowledge,College,0,0.16065,0.0265,0.0117,0.0793,0.9079,trivial,Text Generation
MMLU-logical_fallacies,Academic Knowledge,College,0,0.21884,0.0075,0.0552,0.5084,0.8343,simple,Open QA
MMLU-logical_fallacies,Academic Knowledge,College,0,0.21567,0.0083,0.0523,0.4736,0.841,simple,Open QA
MMLU-logical_fallacies,Academic Knowledge,College,0,0.11778,0.0237,0.0168,0.0401,0.6612,trivial,Classification
MMLU-logical_fallacies,Academic Knowledge,College,0,0.14111,0.0222,0.0326,0.0622,0.7703,trivial,Classification
MMLU-logical_fallacies,Academic Knowledge,College,0,0.15632,0.0131,0.0922,0.0827,0.7679,trivial,Open QA
MMLU-logical_fallacies,Academic Knowledge,College,0,0.21317,0.0135,0.0265,0.6526,0.69,simple,Open QA
MMLU-logical_fallacies,Academic Knowledge,College,0,0.14178,0.0207,0.0163,0.2927,0.5691,trivial,Rewrite
MMLU-logical_fallacies,Academic Knowledge,College,0,0.26774,0.1435,0.0184,0.8733,0.5285,simple,Text Generation
MMLU-logical_fallacies,Academic Knowledge,College,0,0.1479,0.0162,0.0906,0.2816,0.4868,trivial,Open QA
MMLU-logical_fallacies,Academic Knowledge,College,0,0.2137,0.0232,0.0133,0.6337,0.7099,simple,Open QA
MMLU-logical_fallacies,Academic Knowledge,College,0,0.08824,0.0134,0.0043,0.0835,0.3425,trivial,Open QA
MMLU-logical_fallacies,Academic Knowledge,College,0,0.12155,0.001,0.0143,0.0282,0.656,trivial,Classification
MMLU-logical_fallacies,Academic Knowledge,College,0,0.15225,0.0252,0.0475,0.0196,0.7368,trivial,Open QA
MMLU-philosophy,Academic Knowledge,College,0,0.11668,0.0134,0.0181,0.548,0.162,trivial,Closed QA
MMLU-philosophy,Academic Knowledge,College,0,0.1529,0.0321,0.0451,0.5558,0.3009,trivial,Open QA
MMLU-philosophy,Academic Knowledge,College,0,0.1463,0.0106,0.0604,0.4219,0.4167,trivial,Open QA
MMLU-philosophy,Academic Knowledge,College,0,0.07545,0.0242,0.0135,0.1925,0.1574,trivial,Rewrite
MMLU-philosophy,Academic Knowledge,College,0,0.04314,0.0031,0.0156,0.0089,0.2145,trivial,Open QA
MMLU-philosophy,Academic Knowledge,College,0,0.18901,0.0094,0.0784,0.3062,0.795,trivial,Summarization
MMLU-philosophy,Academic Knowledge,College,0,0.12942,0.0164,0.0081,0.163,0.6382,trivial,Text Generation
MMLU-philosophy,Academic Knowledge,College,0,0.1871,0.0078,0.0308,0.6766,0.4933,trivial,Rewrite
MMLU-philosophy,Academic Knowledge,College,0,0.13004,0.0386,0.0469,0.4011,0.2583,trivial,Open QA
MMLU-philosophy,Academic Knowledge,College,0,0.20266,0.1048,0.0378,0.4787,0.5603,simple,Text Generation
MMLU-philosophy,Academic Knowledge,College,0,0.11768,0.0199,0.0187,0.1068,0.5943,trivial,Rewrite
MMLU-philosophy,Academic Knowledge,College,0,0.11456,0.0035,0.0097,0.0679,0.6456,trivial,Open QA
MMLU-philosophy,Academic Knowledge,College,0,0.12497,0.0031,0.043,0.0884,0.653,trivial,Summarization
MMLU-philosophy,Academic Knowledge,College,0,0.08814,0.009,0.0303,0.2179,0.2947,trivial,Rewrite
MMLU-college_physics,Academic Knowledge,College,0,0.20471,0.0025,0.1009,0.2513,0.9325,simple,Closed QA
MMLU-college_physics,Academic Knowledge,College,0,0.19856,0.0029,0.1824,0.0598,0.8645,trivial,Closed QA
MMLU-college_physics,Academic Knowledge,College,0,0.26542,0.0109,0.3034,0.484,0.7498,simple,Open QA
MMLU-college_physics,Academic Knowledge,College,0,0.14002,0.0268,0.0135,0.0899,0.7545,trivial,Text Generation
MMLU-college_physics,Academic Knowledge,College,0,0.2023,0.0019,0.0273,0.3842,0.9122,simple,Closed QA
MMLU-college_physics,Academic Knowledge,College,0,0.184,0.0015,0.0429,0.5616,0.5852,trivial,Open QA
MMLU-college_physics,Academic Knowledge,College,0,0.22501,0.0063,0.4182,0.1225,0.6583,simple,Closed QA
MMLU-college_physics,Academic Knowledge,College,0,0.22065,0.0034,0.1465,0.2848,0.9271,simple,Open QA
MMLU-college_physics,Academic Knowledge,College,0,0.19586,0.0013,0.034,0.5387,0.7039,trivial,Open QA
MMLU-college_physics,Academic Knowledge,College,0,0.165,0.001,0.083,0.1422,0.813,trivial,Open QA
MMLU-college_physics,Academic Knowledge,College,0,0.15869,0.0016,0.0281,0.1951,0.8061,trivial,Open QA
MMLU-college_physics,Academic Knowledge,College,0,0.21972,0.0039,0.3646,0.1091,0.7338,simple,Closed QA
MMLU-college_physics,Academic Knowledge,College,0,0.20776,0.002,0.0322,0.4326,0.8797,simple,Open QA
MMLU-college_physics,Academic Knowledge,College,0,0.09093,0.0042,0.0203,0.0322,0.5239,trivial,Rewrite
MMLU-high_school_physics,Academic Knowledge,College,0,0.1988,0.0015,0.2998,0.0458,0.7592,trivial,Closed QA
MMLU-high_school_physics,Academic Knowledge,College,0,0.22059,0.0031,0.1133,0.4709,0.8002,simple,Closed QA
MMLU-high_school_physics,Academic Knowledge,College,0,0.28747,0.0096,0.1708,0.6536,0.9526,simple,Closed QA
MMLU-high_school_physics,Academic Knowledge,College,0,0.26231,0.0103,0.1153,0.6667,0.8635,simple,Closed QA
MMLU-high_school_physics,Academic Knowledge,College,0,0.22306,0.0018,0.2814,0.2254,0.7791,simple,Closed QA
MMLU-high_school_physics,Academic Knowledge,College,0,0.26966,0.0152,0.2473,0.4364,0.9099,simple,Closed QA
MMLU-high_school_physics,Academic Knowledge,College,0,0.36642,0.0103,0.4967,0.6702,0.917,moderate,Closed QA
MMLU-high_school_physics,Academic Knowledge,College,0,0.16316,0.0009,0.0666,0.0718,0.8835,trivial,Open QA
MMLU-high_school_physics,Academic Knowledge,College,0,0.31944,0.0053,0.3235,0.7091,0.864,simple,Open QA
MMLU-high_school_physics,Academic Knowledge,College,0,0.27613,0.0139,0.0849,0.8223,0.8297,simple,Open QA
MMLU-high_school_physics,Academic Knowledge,College,0,0.33242,0.0091,0.5878,0.5042,0.7089,simple,Closed QA
MMLU-high_school_physics,Academic Knowledge,College,0,0.31133,0.1337,0.6435,0.3025,0.3124,simple,Closed QA
MMLU-high_school_physics,Academic Knowledge,College,0,0.33616,0.0148,0.4582,0.7504,0.6892,simple,Closed QA
MMLU-high_school_physics,Academic Knowledge,College,0,0.1895,0.004,0.0663,0.3214,0.8195,trivial,Closed QA
MMLU-conceptual_physics,Academic Knowledge,College,0,0.10693,0.0016,0.0214,0.0233,0.6338,trivial,Open QA
MMLU-conceptual_physics,Academic Knowledge,College,0,0.11326,0.0017,0.0572,0.0824,0.5463,trivial,Open QA
MMLU-conceptual_physics,Academic Knowledge,College,0,0.12272,0.002,0.0689,0.0608,0.5954,trivial,Closed QA
MMLU-conceptual_physics,Academic Knowledge,College,0,0.13766,0.0119,0.033,0.5676,0.2345,trivial,Open QA
MMLU-conceptual_physics,Academic Knowledge,College,0,0.13888,0.0007,0.0341,0.0147,0.765,trivial,Open QA
MMLU-conceptual_physics,Academic Knowledge,College,0,0.11269,0.0042,0.0383,0.379,0.2781,trivial,Open QA
MMLU-conceptual_physics,Academic Knowledge,College,0,0.16346,0.0027,0.1517,0.0978,0.6856,trivial,Open QA
MMLU-conceptual_physics,Academic Knowledge,College,0,0.09216,0.0005,0.0342,0.0307,0.509,trivial,Closed QA
MMLU-conceptual_physics,Academic Knowledge,College,0,0.15988,0.001,0.0274,0.0255,0.8737,trivial,Open QA
MMLU-conceptual_physics,Academic Knowledge,College,0,0.1405,0.0014,0.0257,0.0194,0.7794,trivial,Open QA
MMLU-conceptual_physics,Academic Knowledge,College,0,0.25011,0.0034,0.2751,0.5515,0.624,simple,Closed QA
MMLU-conceptual_physics,Academic Knowledge,College,0,0.09545,0.001,0.0411,0.0104,0.5333,trivial,Open QA
MMLU-conceptual_physics,Academic Knowledge,College,0,0.23049,0.002,0.3842,0.2472,0.6263,simple,Closed QA
MMLU-conceptual_physics,Academic Knowledge,College,0,0.15431,0.0058,0.0277,0.5365,0.3522,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.16923,0.0578,0.0254,0.5307,0.1065,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.1858,0.0762,0.0601,0.737,0.1412,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.26281,0.1962,0.0035,0.551,0.444,simple,Text Generation
HellaSwag,Commonsense,Medium,0,0.11467,0.0135,0.006,0.4241,0.2224,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.1301,0.0579,0.0069,0.2668,0.1623,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.14364,0.0487,0.2165,0.3243,0.1338,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.13848,0.0217,0.0336,0.5038,0.062,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.18616,0.0558,0.0069,0.6248,0.3796,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.20054,0.207,0.0465,0.5702,0.166,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.14874,0.0009,0.0053,0.2616,0.411,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.11233,0.0265,0.0025,0.3298,0.1834,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.20452,0.1592,0.0621,0.3307,0.1922,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.16001,0.0598,0.0424,0.6887,0.1262,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.19288,0.1542,0.0182,0.5258,0.21,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.16368,0.0136,0.0028,0.3522,0.4501,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.16382,0.0027,0.0084,0.498,0.5664,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.22089,0.0146,0.0172,0.8166,0.4627,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.29924,0.0774,0.0684,0.9574,0.7237,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.21985,0.2193,0.0165,0.5828,0.1413,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.23369,0.1362,0.0205,0.5096,0.2847,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.19113,0.0244,0.0107,0.7836,0.3028,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.13887,0.0228,0.0044,0.4347,0.4249,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.30255,0.0712,0.0383,0.912,0.7443,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.19591,0.038,0.0237,0.4105,0.2809,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.33866,0.3436,0.01,0.7041,0.3523,simple,Text Generation
HellaSwag,Commonsense,Medium,0,0.18765,0.035,0.0123,0.7783,0.3196,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.14424,0.0205,0.0098,0.5029,0.1968,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.24577,0.1819,0.047,0.6701,0.283,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.13936,0.0915,0.0566,0.4642,0.1152,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.10028,0.0127,0.0091,0.1855,0.1715,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.1695,0.038,0.0062,0.7697,0.2569,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.22268,0.0619,0.0229,0.4568,0.432,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.16851,0.0896,0.0211,0.6371,0.2102,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.30783,0.0736,0.0507,0.8959,0.491,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.27433,0.1137,0.0163,0.836,0.5774,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.24357,0.1586,0.0526,0.8945,0.2355,simple,Chatbot
HellaSwag,Commonsense,Medium,0,0.16195,0.0266,0.0335,0.6495,0.2038,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.20148,0.0046,0.0145,0.661,0.6337,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.17497,0.1631,0.0203,0.6035,0.1083,trivial,Text Generation
HellaSwag,Commonsense,Medium,0,0.15928,0.0047,0.004,0.2766,0.3522,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.19824,0.0828,0.01,0.8292,0.2429,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.16441,0.0144,0.0079,0.3634,0.332,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.1126,0.0034,0.0205,0.2732,0.4013,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.16994,0.0815,0.0166,0.7422,0.06,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.2346,0.0577,0.0472,0.6687,0.4008,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.22626,0.1446,0.0124,0.8788,0.2039,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.17256,0.1032,0.0568,0.6251,0.1364,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.15052,0.0393,0.0043,0.4568,0.2076,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.19678,0.0803,0.039,0.812,0.2061,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.24875,0.0122,0.0571,0.8067,0.5437,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.17652,0.0064,0.0169,0.5114,0.6133,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.13113,0.0028,0.0142,0.2965,0.4923,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.1535,0.0078,0.0112,0.3332,0.5661,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.13056,0.0284,0.1483,0.3383,0.1668,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.1061,0.0406,0.0205,0.236,0.21,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.18464,0.0324,0.0689,0.771,0.2444,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.16172,0.0203,0.0254,0.6482,0.3379,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.13671,0.0756,0.0027,0.207,0.2914,trivial,Text Generation
HellaSwag,Commonsense,Medium,0,0.12515,0.0599,0.0291,0.5169,0.0723,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.1673,0.003,0.0272,0.219,0.2792,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.19174,0.0409,0.0488,0.759,0.1902,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.18672,0.0172,0.0162,0.7231,0.4387,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.1376,0.0088,0.0331,0.4373,0.3346,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.11877,0.0259,0.0031,0.3018,0.2964,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.19055,0.0326,0.0051,0.418,0.2752,trivial,Rewrite
HellaSwag,Commonsense,Medium,0,0.18975,0.1091,0.0336,0.719,0.1509,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.0722,0.0057,0.0096,0.1867,0.2304,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.28593,0.0404,0.1414,0.8778,0.5228,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.2086,0.0056,0.0173,0.7687,0.4829,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.3549,0.3797,0.0205,0.9455,0.3963,moderate,Text Generation
HellaSwag,Commonsense,Medium,0,0.18914,0.0969,0.0668,0.6731,0.2378,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.17122,0.0455,0.0113,0.4581,0.2611,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.16844,0.0348,0.1144,0.5666,0.2344,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.1953,0.0294,0.017,0.7787,0.3614,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.1592,0.0117,0.0453,0.5266,0.4289,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.18226,0.053,0.0794,0.6717,0.2451,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.11095,0.0061,0.0063,0.4501,0.2591,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.20199,0.0175,0.0214,0.8061,0.4341,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.1931,0.0194,0.0053,0.5426,0.2641,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.15648,0.0072,0.0045,0.2788,0.4071,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.20438,0.0149,0.0103,0.514,0.3947,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.15399,0.0155,0.0054,0.7139,0.2373,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.23412,0.1802,0.0421,0.8491,0.1863,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.25606,0.1913,0.0107,0.5917,0.2138,simple,Text Generation
HellaSwag,Commonsense,Medium,0,0.16918,0.011,0.1557,0.5144,0.2979,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.14076,0.0037,0.0063,0.5018,0.3786,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.16631,0.0287,0.0079,0.7031,0.3227,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.1936,0.0063,0.0095,0.4104,0.4542,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.17774,0.0958,0.0451,0.4945,0.1752,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.23188,0.0369,0.0054,0.5406,0.4255,simple,Text Generation
HellaSwag,Commonsense,Medium,0,0.25455,0.0134,0.0165,0.86,0.6803,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.2187,0.0616,0.0124,0.4786,0.2377,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.13794,0.0192,0.0044,0.4505,0.3286,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.25833,0.0151,0.0329,0.4685,0.8555,simple,Open QA
HellaSwag,Commonsense,Medium,0,0.15536,0.012,0.0092,0.6251,0.3364,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.21472,0.0389,0.0253,0.5984,0.4324,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.14953,0.0564,0.0482,0.687,0.0807,trivial,Closed QA
HellaSwag,Commonsense,Medium,0,0.247,0.0503,0.0327,0.6779,0.3636,simple,Open QA
HellaSwag,Commonsense,Medium,0,0.22884,0.2176,0.0774,0.6324,0.2364,simple,Closed QA
HellaSwag,Commonsense,Medium,0,0.13945,0.0293,0.0094,0.5383,0.256,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.0634,0.004,0.025,0.1645,0.1651,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09542,0.0042,0.0136,0.4022,0.1304,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.13769,0.0407,0.0138,0.6126,0.0984,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.08012,0.0058,0.0148,0.3175,0.1032,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.07054,0.0148,0.0087,0.2413,0.1017,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.07801,0.0165,0.0145,0.3128,0.0774,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.10731,0.0479,0.0098,0.3354,0.1116,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.10654,0.046,0.0056,0.3489,0.087,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.08636,0.0202,0.0124,0.3349,0.0686,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.08061,0.0038,0.0169,0.3364,0.122,trivial,Closed QA
